municipio,actividad_principal,codigo_ciiu,cargo_del_solicitante,clasificación_de_la_empresa,sector_económico
santa rosa de osos,expendio por autoservicio de comidas preparadas.,i.56.561.5612,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,"arrendamiento de propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor.",n.77.774.,gerente,pequeña,actividades inmobiliarias
medellin,"comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados.",g.47.475.4752,administradora,pequeña,ventas
medellin,"comercio de motocicletas y de sus partes, piezas y accesorios.",g.45.454.4541,administrador,pequeña,transporte y almacenamiento
medellin,comercio al por mayor no especializado.,g.46.469.,recursos humanos,pequeña,electricidad/gas-suministro
medellin,"comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados.",g.47.475.4752,propietario,pequeña,industria manufacturera
sabaneta,expendio a la mesa de comidas preparadas.,i.56.561.5611,propietaria,pequeña,"comercio, hoteles y restaurantes"
itagui,comercio al por menor de otros productos nuevos en establecimientos especializados.,g.47.477.4774,recursos humanos,mediana,industria manufacturera
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,pequeña,otro
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietaria,pequeña,otro
itagui,otras actividades de servicio de apoyo a las empresas n.c.p.,n.82.829.8299,propietario,pequeña,otro
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,pequeña,otro
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,pequeña,otro
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,pequeña,otro
itagui,confección de prendas de vestir.,c.14.,aux. contable,pequeña,otro
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,pequeña,otro
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietario,pequeña,otro
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietaria,pequeña,ventas
envigado,construcción de otras obras de ingeniería civil.,f.42.429.,residente social,mediana,construccion
medellin,actividades de administración empresarial; actividades de consultoría de gestión.,m.70.,administrador,pequeña,"servicios comunales, sociales y personales"
medellin,generación de energía eléctrica.,d.35.351.3511,representante legal,pequeña,"servicios comunales, sociales y personales"
medellin,expendio por autoservicio de comidas preparadas.,i.56.561.5612,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,"otras actividades de servicio financiero, excepto las de seguros y pensiones.",k.64.649.,administrador,pequeña,"servicios comunales, sociales y personales"
medellin,"comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador.",g.46.464.4645,gestion humana,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades de agentes y corredores de seguros,k.66.662.6621,administrador,pequeña,"servicios comunales, sociales y personales"
medellin,"comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador.",g.46.464.4645,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,representante legal,pequeña,"comercio, hoteles y restaurantes"
medellin,"mantenimiento y reparación de computadores, efectos personales y enseres domésticos.",s.95.,representante legal,pequeña,"servicios comunales, sociales y personales"
medellin,actividades de fotográfia,m.74.742.,administrador,pequeña,"servicios comunales, sociales y personales"
medellin,actividades inmobiliarias,l.,gestión humana,grande,"servicios comunales, sociales y personales"
medellin,recolección de desechos peligrosos.,e.38.381.3812,gestion humana,mediana,"servicios comunales, sociales y personales"
medellin,cultivo de frutas tropicales y subtropicales.,a.01.012.0121,contabilidad,pequeña,"agricultura, caza, ganaderia, pesca y silvicultura"
medellin,otras actividades de servicio de apoyo a las empresas n.c.p.,n.82.829.8299,yecsikalmacortes@startrading.com.co,pequeña,"servicios comunales, sociales y personales"
medellin,otras actividades de atención de la salud humana.,q.86.869.8699,representante legal,pequeña,"servicios comunales, sociales y personales"
medellin,comercio al por mayor de otros utensilios domésticos n.c.p.,g.46.464.4649,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades jurídicas y de contabilidad.,m.69..,administrador,pequeña,"servicios comunales, sociales y personales"
medellin,comercio al por menor de productos textiles en establecimientos especializados.,g.47.475.4751,representante legal,pequeña,"comercio, hoteles y restaurantes"
medellin,construcción de edificios.,f.41.411.,administrador,mediana,construccion
medellin,actividades inmobiliarias,l.,administrativo,pequeña,"servicios comunales, sociales y personales"
medellin,extracción de carbón de piedra y lignito.,b.05.,administrativa,pequeña,industria manufacturera
medellin,actividades de arquitectura e ingeniería; ensayos y análisis técnicos.,m.71.,administrador,mediana,"servicios comunales, sociales y personales"
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades jurídicas y de contabilidad.,m.69..,gestion humana,pequeña,"servicios comunales, sociales y personales"
medellin,expendio a la mesa de comidas preparadas.,i.56.561.5611,gestion humana,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor de maquinaria y equipo.,g.46.465.,gestion humana,pequeña,"comercio, hoteles y restaurantes"
medellin,"actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas).",j.62.620.6201,gestion humana,pequeña,comunicaciones
medellin,mantenimiento y reparación especializado de equipo electrónico y óptico.,c.33.331.3313,representante legal,pequeña,"servicios comunales, sociales y personales"
medellin,actividades inmobiliarias,l.,representante legal,pequeña,"servicios comunales, sociales y personales"
medellin,"comercio al por menor no realizado en establecimientos, puestos de venta o mercados.",g.47.479.,director,pequeña,"comercio, hoteles y restaurantes"
medellin,"actividades de la práctica médica, sin internación.",q.86.862.8621,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas.",g.47.,admiistrador,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas.",g.47.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo.,c.33.331.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados.",g.47.476.4761,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de alimentos (víveres en general), bebidas y tabaco, en establecimientos especializados.",g.47.472.,vendedor,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas.",g.47.,vendedora,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas.",g.47.,vendedor,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados.",g.47.472.4729,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor no especializado.,g.46.469.,vendedor,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas.",g.47.,propietaria,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor no especializado.,g.46.469.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas.",g.47.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados.",g.47.475.4752,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas.",g.47.,vendedora,pequeña,"comercio, hoteles y restaurantes"
medellin,transporte de carga por carretera.,h.49.492.4923,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados.",g.47.472.4729,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,expendio a la mesa de comidas preparadas.,i.56.561.5611,gerente,pequeña,"comercio, hoteles y restaurantes"
